,0
312,-0.8776029638672691
313,-0.3030168047291326
314,-0.38175551243144934
315,-0.4665162682868327
316,-0.49022390303387775
317,-0.409703884871373
318,-1.2139965227500444
319,-0.39914656576070984
320,-0.7897726754676735
321,-0.7183982473696533
322,-1.4709785732372311
323,-0.48455949576403023
324,0.0707865281600899
325,-0.307967183101427
326,-0.7142963003694174
327,-0.5819658866067018
328,-1.4413249874180925
329,-1.6960290699257312
330,-0.2816802472719524
331,-1.5146277425604597
332,-0.8021646465398007
333,-0.48035626521619423
334,-0.5822602335599689
335,-0.7615004855852203
336,-0.8401608190799625
337,-0.901959031634028
338,-0.8360102642429932
339,-1.054664692503021
340,-1.448643911547804
341,-2.1186378667518837
342,-0.6837242822132157
343,-1.9410362842056865
344,-0.6326570006315819
345,-0.3013379175349611
346,-0.5323526912322176
347,-0.7517449872526876
348,-0.635413818864123
349,-0.4224799930084684
350,-0.6418605431739288
351,-0.5443546610623069
352,-1.7815598009310971
353,-0.9343774245733876
354,-1.4895212854338893
355,-0.8107664261783594
356,-1.0113893810931125
357,-0.9047964190396454
358,-0.44382186439337445
359,-0.3391517416260914
360,-0.712947940433101
361,-0.5845310957992573
362,-0.36330466010502116
363,-0.966928603977026
364,-0.5897229461008067
365,-0.7622844706830887
366,-0.5693378190754419
367,-0.17978954800125102
368,-1.3831679010388807
369,-0.7133997249880641
370,-0.3862245250460732
371,-0.499171680186703
372,-0.3717448864734152
373,-0.3722699728934433
374,-0.8510719260185556
375,-0.6297253132274396
376,-0.20592904924346245
377,-0.4675501053948472
378,-0.7453393635194621
379,-0.6153797058679581
380,-0.5231419140961298
381,-1.491720015122047
382,-1.0306171500846566
383,-0.5751080902826963
384,-0.621106399892605
385,-0.5403880173646121
386,-0.7008962479220435
387,-0.8201152982673441
388,-0.8145796177685183
389,-0.5763995377431126
390,-0.5505400927876183
391,-0.5815331297553246
392,-0.7631619075970586
393,-0.49727065803210335
394,-1.4573057776512037
395,-0.6701812826278877
396,-0.5266239474625255
397,-0.5433908480106466
398,-0.18812122600793346
399,0.04408881967278733
400,-0.46592925742570535
401,-0.4989014328554129
402,-1.359080758158083
403,-0.8669930320837649
404,-0.7640112747148871
405,-0.7141585548999658
406,-0.5610291092301765
407,-0.8809175855782749
408,-0.9961977314364132
409,-2.064881127248895
410,-1.493194675545788
411,-1.5011703489223407
412,-1.1455355740853144
413,-0.8411352012555078
414,-1.0116672045425479
415,-1.6364293811140127
416,-1.2076356824836252
417,-1.4228335234645075
418,-0.9362020843434993
419,-1.9216587169973711
420,-1.0155528004803238
421,-1.0427620413027658
422,-1.0458084909493943
423,-1.8455430562189794
424,-1.1989190544366428
425,-0.8650833855470939
426,-0.766770726874924
427,-0.8905035678778312
428,-1.0005228968751974
429,-0.8663998992896773
430,-1.223800611131993
431,-1.0871316497464225
432,-0.8427981527677044
433,-0.7036372317482709
434,-1.5476552719178491
435,-1.3926537042198939
436,-0.9731745278160713
437,-1.4963415631403794
438,-1.1183304082134202
439,-0.765744713283792
440,-0.5853516631171787
441,-0.8937064670872452
442,-1.1022183155854792
443,-0.817345279370608
444,-1.0328720353652217
445,-1.7781995057578053
446,-1.3611222531329743
447,-1.0939036158123248
448,-1.436625385420086
449,-0.9145369612946772
450,-1.0385544639910038
451,-1.205185789218679
452,-0.9046204306887022
453,-1.6587213175650168
454,-0.8493129928892575
455,-0.5412475750649195
456,-0.6859856162534066
457,-1.6512180316887313
458,-0.9164333919189762
459,-0.6957060810927809
460,-0.9560353428226547
461,-1.1508358247512054
462,-1.4612905935210116
463,-0.8268196316501126
464,-0.7200344443379283
465,-1.5300197103875748
466,-1.642538332090402
467,-1.590753870140622
468,-0.602342129856432
469,-1.7746891439106331
470,-0.9368416260496739
471,-0.7978214015845302
472,-0.982865981945612
473,-1.834598267525378
474,-1.094558881348639
475,-1.106173157257256
476,-0.5948905803669586
477,-0.7566237119828667
478,-0.6085023602096453
479,-1.3240486154990299
480,-0.947633305100251
481,-0.9630907619266884
482,-0.8443479527179316
483,-0.8443421470808421
484,-0.5995093791742709
485,-0.7516164223985671
486,-0.9554246232953822
487,-0.8297316405114838
488,-1.0599372726843415
489,-1.1863394871180448
490,-1.0865486555872845
491,-1.1399553575656196
492,-1.1012926000849337
493,-1.1505307165809187
494,-0.705548056517014
495,-0.6802260419043322
496,-1.188931605763746
497,-0.9950024472254371
498,-0.5356971359259188
499,-0.8440199287294319
500,-0.9787183847630352
501,-1.2163303000955032
502,-0.8210606411841508
503,-1.1242536641821574
504,-1.0188773427826818
505,-0.6644119237062744
506,-0.5456854019948061
507,-1.2359672643736879
508,-1.192772990452875
509,-0.9288235794045168
510,-0.6363937798566921
511,-0.5092445623853297
512,-1.0787393432605545
513,-1.018102233140601
514,-1.0437869934786153
515,-1.5819358757871491
516,-1.3927740771371957
517,-0.9154241108678614
518,-0.6672038552554538
519,-0.8494942043184537
520,-0.838792785485607
521,-1.1937079865159639
522,-0.96254712663885
523,-1.0595418246839163
524,-1.8256038474531175
525,-1.5576704217345712
526,-1.1245335143299333
527,-0.6412158620352342
528,-0.9166847892697985
529,-0.7722353344548738
530,-1.6412125241607454
531,-0.8198558847887669
532,-0.7974539919264716
533,-0.6060329524437669
534,-0.5249894113853966
535,-0.9557301409447159
536,-0.6346911710276606
537,-0.4602239719085732
538,-0.4000594838234992
539,-1.1124122904137894
540,-0.7418245657503704
541,-1.658057208465133
542,-1.817578377105829
543,-0.8808522603040352
544,-0.9768673876650231
545,-0.6164761272850483
546,-1.0497912636839921
547,-0.8043972869285154
548,-2.077891865175048
549,-1.0482033140936884
550,-1.1486943635528548
551,-1.7398507377919534
552,-1.2314988978739012
553,-1.4037090698913914
554,-0.7568685355940663
555,-1.797609075221887
556,-0.9742449200793175
557,-0.8517735280502382
558,-0.8456382023507154
559,-0.8220724162893189
560,-0.7417082095609842
561,-1.0652437975787106
562,-1.0378490916397352
563,-0.8412362065968679
564,-0.901627178226541
565,-1.7701055720923768
566,-0.7359771003112616
567,-0.5073574094938071
568,-0.7761355184858334
569,-0.8465774392580445
570,-0.8338617781799815
571,-0.7964545003036645
572,-1.1548474446020065
573,-0.9721538679341739
574,-1.0675914779842168
575,-0.933299006934931
576,-0.9241269310760092
577,-1.6233111686411537
578,-1.0897903702884149
579,-1.054300385302343
580,-0.7746292973114564
581,-0.5400523979081071
582,-1.255916981030324
583,-1.5268545056714289
584,-1.2018633951297426
585,-1.105980381649145
586,-2.163343745059218
587,-1.9104869798475712
588,-1.3826917860104828
589,-0.9641706070054576
590,-2.0597611892848664
591,-0.9494327833333378
592,-0.9188867932458348
593,-0.7886179481169933
594,-0.6387999166786442
595,-0.6496944497803083
596,-1.0307654461950604
597,-1.6305669446744604
598,-0.8252937550536303
599,-1.1482683736658184
600,-2.049305312385046
601,-1.6126103528657947
602,-0.8127303484763888
603,-0.672479683222134
604,-0.828059536032729
605,-0.9987892601582449
606,-0.9486950125032145
607,-1.0301780325438343
608,-1.011436363112498
609,-0.7923100558867722
610,-1.0586849811940784
611,-1.631551014984301
612,-1.2702767845393526
613,-1.0936800559494695
614,-1.0372229643146824
615,-1.0536903757984981
616,-0.7692592368228208
617,-1.296060077711231
618,-0.999811045385878
619,-1.997306256867561
620,-1.0489000428123283
621,-1.4453270958435498
622,-0.6817430540786455
623,-0.7052861184622539
624,-0.7918635547705515
625,-1.121827234601177
626,-0.8214663611052572
627,-1.963955941477298
628,-0.8370707354659364
629,-0.7512106570724022
630,-1.5489624926204617
631,-0.858831153208842
632,-0.8172789075578994
633,-0.9485643050177635
634,-0.6060471620924757
635,-0.7536434652588593
636,-0.9373332253095592
637,-0.7954547348855392
638,-0.6078029474831954
639,-0.6818597041442866
640,-0.46201891876299106
641,-0.993944881067585
642,-0.8915444409396412
643,-0.7847144152023318
644,-1.2462976868254074
645,-0.8169383610011596
646,-0.7623571652599004
647,-0.8900183417126437
648,-0.7866194072327066
649,-0.8374883921775576
650,-0.9917669959294226
651,-0.911526106988098
652,-1.0853946901466465
653,-0.8002236758666714
654,-0.5935463305088309
655,-0.5950831510016275
656,-1.0610196848717088
657,-0.8009412001365279
658,-1.1939734481034572
659,-0.7182400258916721
660,-0.9739343734343411
661,-1.184612388130893
662,-0.5807168060646286
663,-0.5724989665582609
664,-1.8770502631599095
665,-0.7306165680436485
666,-1.6395282167537273
667,-0.9228662796146088
668,-1.0306144189583617
669,-0.6951174791458241
670,-0.5638439848764443
671,-0.7734817187922529
672,-0.777480690874756
673,-1.669066971436513
674,-1.554018035301858
675,-0.9734777272741102
676,-1.3791180968977153
677,-0.2815649769533213
678,-0.46783110411838624
679,-0.8983943246231394
680,-0.7736571673278689
681,-0.5534024775717294
682,-0.9861106365405097
683,-1.9442157045846873
684,-1.5489480487262464
685,-0.5228397730064844
686,-1.8367289114873429
687,-0.7843406409093179
688,-0.8129435219791018
689,-0.5795733903521301
690,-0.7022595680452262
691,-1.144842076430737
692,-0.7844532801412213
693,-0.5308386580392699
694,-0.8728610857948391
695,-0.3540210773697532
696,-0.6979366403162091
697,-0.6253123700289236
698,-1.2891437850666816
699,-0.5362522795050548
700,-0.5726707097553323
701,-0.7797859021989777
702,-1.2205207758896406
703,-0.8735044840041053
704,-0.6926204485361322
705,-1.481900401788757
706,-0.989344448247452
707,-0.8788621168494242
708,-1.5762429933453186
709,-0.9342053174867533
710,-0.9018573487410942
711,-0.5959682159273432
712,-0.6336472560460704
713,-1.2391566864749026
714,-0.9402400135158094
715,-0.9587966973755193
716,-0.7984742137959282
717,-0.8689646046250488
718,-1.2278246937211037
719,-0.6529826826278411
720,-0.6646569334721084
721,-0.5038156110474983
722,-0.8550200925122877
723,-1.3504307886641254
724,-0.5438594964460761
725,-0.4060013222721146
726,-0.7262979562290313
727,-0.40523527764588785
728,-0.52903826992259
729,-0.9636206323997776
730,-0.36229780354905694
731,-2.089008944949209
732,-1.004316443747049
733,-0.7255735441718797
734,-0.419386863207003
735,-1.6184976179209878
736,-0.5833016283722987
737,-0.6598748632047718
738,-0.7074107593837584
739,-1.0271739750165452
740,-1.5238352097415153
741,-0.9376704310475152
742,-0.6994300875160522
743,-0.3779064104407426
744,-1.355686140624579
745,-0.8750475644208144
746,-0.489063289411507
747,-0.8112134215413831
748,-0.6601031216709248
749,-1.122656362731442
750,-1.1354362472212813
751,-0.4471618018275092
752,-1.3783286793426979
753,-0.547530988993969
754,-0.5347145442769266
755,-0.5843788281616411
756,-0.3981493679458654
757,-0.5031625269213609
758,-0.6326734642013727
759,-0.6204585262215452
760,-0.5188015918847819
761,-0.2730805493520738
762,-0.6337733049226517
763,-0.5764122682372528
764,-0.8110693164715754
765,-0.7013225672487531
766,-0.6624046470875422
767,-0.7619815082345188
768,-1.4603318032497987
769,-1.568793839084147
770,-1.403874867451342
771,-1.2538491274624763
772,-0.9065060835015535
773,-0.8641079765134205
774,-0.13313523063371502
775,-0.1948325834167881
776,-1.1815357058700169
777,-1.5699526287336911
778,-1.4091464497929227
779,-0.749637243815803
780,-0.5006605482149742
781,-0.6158827589128055
782,-0.8411435426130982
783,-0.6897052480258743
784,-0.600931181008062
785,-1.675557310546917
786,-0.868676487314351
787,-0.4921994076776932
788,-1.7324489901668807
789,-0.8010738941799763
790,-0.8307456445154182
791,-1.6110826793823874
792,-0.9696532977110459
793,-0.7129449532392189
794,-1.6711371769643963
795,-0.699766591536462
796,-0.4310257813192071
797,-0.28581763819280726
798,-0.3428067868842861
799,-0.7057527347969731
800,-0.3274157541010667
801,-0.24211374392573592
802,-0.4908874862493118
803,-0.6209195863035032
804,-0.4275443531154166
805,-0.6114472965632571
806,-0.6534209481322439
807,-0.7827192634362468
808,-0.799522539154046
809,-0.940576827006741
810,-0.8504009833336283
811,-0.8541607370551518
812,-1.1885780283102811
813,-1.0441476473768851
814,-0.9831542552169688
815,-0.8283822842396384
816,-1.3333136908708845
817,-1.1241617704458566
818,-1.7211675922399845
819,-1.198232306819747
820,-1.0845414752510845
821,-1.025428111438933
822,-1.9663578443555663
823,-1.3327480020854205
824,-0.9473663943669042
825,-0.8855166791661979
826,-1.1181309854647212
827,-0.9990434087830138
828,-0.99726473653548
829,-1.6683731504594004
830,-0.8732595005945458
831,-0.8744900260291901
832,-1.1470804446198084
833,-0.8714131278427484
834,-1.2435389088849225
835,-1.046039498814301
836,-0.940900762354183
837,-0.9731926346370465
838,-1.1552380118165542
839,-1.3958717845505815
840,-1.09946066154838
841,-2.8158587443573393
842,-1.327456172985368
843,-1.1451982102138527
844,-1.1100008615809265
845,-0.8060695245638958
846,-0.8216698882044038
847,-1.133494551996734
848,-0.7731774594138328
849,-1.7861713100415475
850,-1.150875587995204
851,-0.9775912530666357
852,-0.847102371722599
853,-1.0461163176370638
854,-1.3010624081178341
855,-1.2952126552999115
856,-1.132520033009313
857,-1.9233988669011572
858,-1.3353953910032346
859,-0.3731780420455282
860,-0.6531091045704804
861,-1.6476570813120244
862,-0.5496955289451404
863,-0.7797406798776749
864,-0.7260189554978331
865,-0.7646710410056059
866,-2.3195024406111413
867,-1.5362819277444497
868,-0.7057891737206616
869,-1.8547186857090736
870,-1.0557735635512755
871,-0.9317924062738329
872,-1.151919562995351
873,-2.2038673314444455
874,-1.2053751037186395
875,-0.6198442830425035
876,-1.7272117676925651
877,-0.8084018036524565
878,-0.9893175656276529
879,-1.1435452750550705
880,-1.546815341497811
881,-2.238835734506383
882,-1.2893490948839008
883,-1.275927878318766
884,-0.8098993229536187
885,-0.9634409459889084
886,-0.7939997479644139
887,-0.9912003597431636
888,-0.735171260808893
889,-1.5909838231254727
890,-1.0371252323146405
891,-0.947638416896766
892,-0.9199143982342424
893,-0.9676884533420989
894,-1.5323686160496441
895,-1.147525707843388
896,-0.9705584759200055
897,-0.9429553162675071
898,-2.140366014942901
899,-1.072089882124743
900,-1.0991134430520582
901,-1.0711074143328907
902,-1.913174841208737
903,-1.0943987691865196
904,-1.2529027287166075
905,-1.0668166756192934
906,-2.1379738367530003
907,-1.00272804862216
908,-0.8278090426758935
909,-0.6366618328191866
910,-1.6028621818694222
911,-1.071107253117626
912,-1.0026123925439334
913,-0.6469886144365584
914,-0.658478513251906
915,-1.1372282208860025
916,-1.646106155219619
917,-1.0468435688217328
918,-1.022038189433089
919,-1.1441560902317958
920,-0.7627181761773278
921,-1.107469940533436
922,-1.1979822756734473
923,-0.7868654949682337
924,-0.8216513895439124
925,-0.8162214291317604
926,-1.8788119152402725
927,-0.9780857675412038
928,-1.2209035553145822
929,-1.8463041534423876
930,-1.4057385704443295
931,-1.5227638559341399
932,-1.1928620030728674
933,-1.6202636960776289
934,-1.080629858474608
935,-0.8587828662649353
936,-0.5956718139745891
937,-0.7791048673941656
938,-0.8032240675884426
939,-0.8417235972493113
940,-1.0204187954281125
941,-0.7655636032384998
942,-1.5358158687789296
943,-1.0460487645033518
944,-0.7704388484476017
945,-2.0708415829394458
946,-1.3261940136348636
947,-1.319481366403009
948,-1.3653482855619825
949,-0.05617627829763716
950,-0.114051937788759
951,-0.7542505543825948
952,-0.5941984309165913
953,-0.6415223920187421
954,-0.8497833816220065
955,-0.7736486412393591
956,-0.7600824389754601
957,-0.7585833686925629
958,-0.7119937172437338
959,-0.3018390622943006
960,-1.7342843255677867
961,-0.527413857431724
962,-0.5562897049597795
963,-0.4248057666960925
964,-0.622862687189988
965,-1.377282751479728
966,-0.5394709829355642
967,-0.5955779438916085
968,-0.8278984962140719
969,-1.042725423647064
970,-0.22006771843606243
971,-1.2654858775035116
972,-0.452885991189774
973,-0.7552133551240239
974,-0.44831235525467894
975,-1.5526144628198475
976,-1.7385343277605214
977,-0.530359093636525
978,-0.47613914572427474
979,-0.4141425348786427
980,-0.8696976936688113
981,-0.45697185050126876
982,-1.581429933333364
983,-0.9006503825551078
984,-0.5096850273548835
985,-0.5062561740721887
986,-0.07565767360375864
987,-0.26892960251192966
988,-0.5942472731339659
989,-0.42715320332603035
990,-1.54805918442463
991,-0.9853588968847009
992,-0.5964166024976221
993,-0.6866661735685136
994,-0.32935390694138844
995,-0.4089068907025859
996,-0.6986536478414127
997,-0.35474654113389636
998,-1.4881390684649474
999,-0.6459012653531158
1000,-0.4324872529965793
1001,-0.31596704621511673
1002,-1.4578792937406146
1003,-0.6263009847261016
1004,-0.4602974456148088
1005,-0.32235113286095274
1006,-1.5489427854327134
1007,-0.4607081721129984
1008,-0.42457301378868195
1009,-0.7183112892445136
1010,-1.6323831342539603
1011,-0.6110968823969727
1012,-0.45695840777317365
1013,-1.6697032338248614
1014,-1.004960378680245
1015,-0.5363308716221584
1016,-0.4133193722552533
1017,-0.2194022062991019
1018,-0.7340775969398861
1019,-0.5205471476925174
1020,-0.3935158277894011
1021,-0.7648919371218623
1022,-1.513870063697608
1023,-1.1064368515988625
1024,-0.7343103299104862
1025,-0.6276755953361621
1026,-0.5309689191935782
1027,-1.2492805070754978
1028,-0.820064272388124
1029,-1.4457081611073326
1030,-1.3976620841874974
1031,-0.8072659303932541
1032,-0.38965681645881833
1033,-0.4825461979159056
1034,-0.775383678909753
1035,-0.6348761254114543
1036,-0.631995647122761
1037,-0.906897046435228
1038,-0.8832810299058467
1039,-1.5842092113323991
1040,-0.7183008795494672
1041,-0.8196576942129004
1042,-0.7953204123456281
1043,-1.7670817051178895
1044,-0.6808583580260117
1045,-0.19709750054711606
1046,-0.10560976699206126
1047,-0.19453638968705933
1048,-1.0112806375849188
1049,-0.45197810252710335
1050,-0.4150025526911718
1051,-1.4110206121840614
1052,-0.41282367384878427
1053,-1.089271942301878
1054,-0.432660544380965
1055,-0.19857754873067401
1056,-1.5476389949006761
1057,-0.543367627460976
1058,-0.20387099037529
1059,-0.6032063663677767
1060,-0.9137635920684641
1061,-0.10055799688903067
1062,-0.1683028830091997
1063,-0.06561775358510236
1064,-0.4423344192030516
1065,-0.6282176694866717
1066,-0.5946183593766468
1067,-1.5068202017175572
1068,-0.9449863559901086
1069,-0.7449069167824924
1070,-0.8162026618535737
1071,-0.5471120421628863
1072,-0.19950783734317534
1073,-0.7945356655927087
1074,-0.5650856172461678
1075,-0.3688045128532782
1076,-0.36589443731381177
1077,0.037602461559382405
1078,-0.004099027351358586
1079,-0.48110914388184534
1080,-0.3677549465660923
1081,-0.2218013162695489
1082,-0.2678465976502653
1083,-0.5108920072995029
1084,-0.2689404856492149
1085,-0.30133467842433825
1086,-1.346879933963102
1087,-0.8966228430753937
1088,-0.466059138695478
1089,-0.4298912490310056
1090,-1.5104956120239228
1091,-0.45390543778865977
1092,-0.610537887658126
1093,-0.5651625650302292
1094,-0.4706929917397473
1095,-0.6677613214179421
1096,-1.0235769760467353
1097,-0.7779815902129688
1098,-0.5824242015290153
1099,-0.5175971505087458
1100,-1.5829801782575479
1101,-0.7838617622717861
1102,-1.588458796913748
1103,-0.9160121466303166
1104,-0.38278199594357876
1105,-0.5953692478319375
1106,-0.5452691817745183
1107,-0.6665773301443583
1108,-0.6422457456673675
1109,-1.4178650178971006
1110,-1.8451724227200597
1111,-0.43472552480810567
1112,-0.47454531972113934
1113,-0.4218284176197402
1114,-0.7507539073630042
1115,-0.5391224652418982
1116,-0.6044431002496253
1117,-0.24638750278823762
1118,-0.8257017115515422
1119,-0.727036266693594
1120,-0.6341432953264441
1121,-0.7175532081916374
1122,-0.5498870422262478
1123,-1.0819421536350506
1124,-0.7865734411678933
1125,-0.8064013597768334
1126,-1.4883934919128308
1127,-0.8473689453657136
1128,-0.6074651760608476
1129,-0.39558428782675703
1130,-0.4828521269370518
1131,-0.7357733455937656
1132,-0.7409280972541175
1133,-0.47545185706985205
1134,-0.7052188452289023
1135,-0.8697014201852677
1136,-0.6407941295667126
1137,-0.6570784254998436
1138,-0.9961602450552425
1139,-0.691581988349903
1140,-0.8235638369783702
1141,-0.4536181962940895
1142,-0.34208350971173296
1143,-0.8243416748459609
1144,-0.682848439245217
1145,-0.7460505433899907
1146,-0.4174300130972406
1147,-0.37234521964652867
1148,-0.871739183832989
1149,-0.5983802359212258
1150,-1.468493790971361
1151,-0.6725681950334268
1152,-1.4877049637786062
1153,-1.4588770533159687
1154,-0.7328909299324158
1155,-0.9024060012258133
1156,-1.7476112526733045
1157,-0.8746734058332315
1158,-0.6194694104102826
1159,-0.5939085319715951
1160,-0.6274600926879355
1161,-0.9933897291047846
1162,-1.8670846411167705
1163,-1.115897654015543
1164,-0.9911615690229569
1165,-0.4533004203755362
